date,state_id,state_name,vaccine,dose_number,doses_administered_cumulative
2021-03-13T23:59:59+01:00,7,Tirol,BioNTechPfizer,1,82313
2021-03-13T23:59:59+01:00,7,Tirol,BioNTechPfizer,2,23039
2021-03-13T23:59:59+01:00,7,Tirol,BioNTechPfizer,3,1
2021-03-13T23:59:59+01:00,7,Tirol,Janssen,1,0
2021-03-13T23:59:59+01:00,7,Tirol,Janssen,2,0
2021-03-13T23:59:59+01:00,7,Tirol,Janssen,3,0
2021-03-13T23:59:59+01:00,7,Tirol,Moderna,1,3340
2021-03-13T23:59:59+01:00,7,Tirol,Moderna,2,2487
2021-03-13T23:59:59+01:00,7,Tirol,Moderna,3,0
2021-03-13T23:59:59+01:00,7,Tirol,Other,1,28
2021-03-13T23:59:59+01:00,7,Tirol,Other,2,15
2021-03-13T23:59:59+01:00,7,Tirol,Other,3,0
2021-03-13T23:59:59+01:00,8,Vorarlberg,AstraZeneca,1,17962
2021-03-13T23:59:59+01:00,8,Vorarlberg,AstraZeneca,2,1
2021-03-13T23:59:59+01:00,8,Vorarlberg,AstraZeneca,3,0
2021-03-13T23:59:59+01:00,8,Vorarlberg,BioNTechPfizer,1,27098
2021-03-13T23:59:59+01:00,8,Vorarlberg,BioNTechPfizer,2,12833
2021-03-13T23:59:59+01:00,8,Vorarlberg,BioNTechPfizer,3,1
2021-03-13T23:59:59+01:00,8,Vorarlberg,Janssen,1,0
2021-03-13T23:59:59+01:00,8,Vorarlberg,Janssen,2,0
2021-03-13T23:59:59+01:00,8,Vorarlberg,Janssen,3,0
2021-03-13T23:59:59+01:00,8,Vorarlberg,Moderna,1,2211
2021-03-13T23:59:59+01:00,8,Vorarlberg,Moderna,2,1403
2021-03-13T23:59:59+01:00,8,Vorarlberg,Moderna,3,0
2021-03-13T23:59:59+01:00,8,Vorarlberg,Other,1,18
2021-03-13T23:59:59+01:00,8,Vorarlberg,Other,2,7
2021-03-13T23:59:59+01:00,8,Vorarlberg,Other,3,0
2021-03-13T23:59:59+01:00,9,Wien,AstraZeneca,1,49327
2021-03-13T23:59:59+01:00,9,Wien,AstraZeneca,2,5
2021-03-13T23:59:59+01:00,9,Wien,AstraZeneca,3,0
2021-03-13T23:59:59+01:00,9,Wien,BioNTechPfizer,1,88752
2021-03-13T23:59:59+01:00,9,Wien,BioNTechPfizer,2,57351
2021-03-13T23:59:59+01:00,9,Wien,BioNTechPfizer,3,2
2021-03-13T23:59:59+01:00,9,Wien,Janssen,1,1
2021-03-13T23:59:59+01:00,9,Wien,Janssen,2,0
2021-03-13T23:59:59+01:00,9,Wien,Janssen,3,0
2021-03-13T23:59:59+01:00,9,Wien,Moderna,1,8817
2021-03-13T23:59:59+01:00,9,Wien,Moderna,2,1038
2021-03-13T23:59:59+01:00,9,Wien,Moderna,3,0
2021-03-13T23:59:59+01:00,9,Wien,Other,1,219
2021-03-13T23:59:59+01:00,9,Wien,Other,2,122
2021-03-13T23:59:59+01:00,9,Wien,Other,3,0
2021-03-13T23:59:59+01:00,10,Österreich,AstraZeneca,1,225182
2021-03-13T23:59:59+01:00,10,Österreich,AstraZeneca,2,14
2021-03-13T23:59:59+01:00,10,Österreich,AstraZeneca,3,0
2021-03-13T23:59:59+01:00,10,Österreich,BioNTechPfizer,1,550599
2021-03-13T23:59:59+01:00,10,Österreich,BioNTechPfizer,2,283340
2021-03-13T23:59:59+01:00,10,Österreich,BioNTechPfizer,3,27
2021-03-13T23:59:59+01:00,10,Österreich,Janssen,1,5
2021-03-13T23:59:59+01:00,10,Österreich,Janssen,2,0
2021-03-13T23:59:59+01:00,10,Österreich,Janssen,3,0
2021-03-13T23:59:59+01:00,10,Österreich,Moderna,1,37743
2021-03-13T23:59:59+01:00,10,Österreich,Moderna,2,9491
2021-03-13T23:59:59+01:00,10,Österreich,Moderna,3,0
2021-03-13T23:59:59+01:00,10,Österreich,Other,1,357
2021-03-13T23:59:59+01:00,10,Österreich,Other,2,183
2021-03-13T23:59:59+01:00,10,Österreich,Other,3,0
2021-03-14T23:59:59+01:00,0,NoState,AstraZeneca,1,3141
2021-03-14T23:59:59+01:00,0,NoState,AstraZeneca,2,1
2021-03-14T23:59:59+01:00,0,NoState,AstraZeneca,3,0
2021-03-14T23:59:59+01:00,0,NoState,BioNTechPfizer,1,5709
2021-03-14T23:59:59+01:00,0,NoState,BioNTechPfizer,2,3627
2021-03-14T23:59:59+01:00,0,NoState,BioNTechPfizer,3,0
2021-03-14T23:59:59+01:00,0,NoState,Janssen,1,1
2021-03-14T23:59:59+01:00,0,NoState,Janssen,2,0
2021-03-14T23:59:59+01:00,0,NoState,Janssen,3,0
2021-03-14T23:59:59+01:00,0,NoState,Moderna,1,348
2021-03-14T23:59:59+01:00,0,NoState,Moderna,2,130
2021-03-14T23:59:59+01:00,0,NoState,Moderna,3,0
2021-03-14T23:59:59+01:00,0,NoState,Other,1,17
2021-03-14T23:59:59+01:00,0,NoState,Other,2,8
2021-03-14T23:59:59+01:00,0,NoState,Other,3,0
2021-03-14T23:59:59+01:00,1,Burgenland,AstraZeneca,1,12287
2021-03-14T23:59:59+01:00,1,Burgenland,AstraZeneca,2,0
2021-03-14T23:59:59+01:00,1,Burgenland,AstraZeneca,3,0
2021-03-14T23:59:59+01:00,1,Burgenland,BioNTechPfizer,1,18707
2021-03-14T23:59:59+01:00,1,Burgenland,BioNTechPfizer,2,8950
2021-03-14T23:59:59+01:00,1,Burgenland,BioNTechPfizer,3,14
2021-03-14T23:59:59+01:00,1,Burgenland,Janssen,1,0
2021-03-14T23:59:59+01:00,1,Burgenland,Janssen,2,0
2021-03-14T23:59:59+01:00,1,Burgenland,Janssen,3,0
2021-03-14T23:59:59+01:00,1,Burgenland,Moderna,1,1137
2021-03-14T23:59:59+01:00,1,Burgenland,Moderna,2,21
2021-03-14T23:59:59+01:00,1,Burgenland,Moderna,3,0
2021-03-14T23:59:59+01:00,1,Burgenland,Other,1,1
2021-03-14T23:59:59+01:00,1,Burgenland,Other,2,0
2021-03-14T23:59:59+01:00,1,Burgenland,Other,3,0
2021-03-14T23:59:59+01:00,2,Kärnten,AstraZeneca,1,13806
2021-03-14T23:59:59+01:00,2,Kärnten,AstraZeneca,2,0
2021-03-14T23:59:59+01:00,2,Kärnten,AstraZeneca,3,0
2021-03-14T23:59:59+01:00,2,Kärnten,BioNTechPfizer,1,36486
2021-03-14T23:59:59+01:00,2,Kärnten,BioNTechPfizer,2,23518
2021-03-14T23:59:59+01:00,2,Kärnten,BioNTechPfizer,3,5
2021-03-14T23:59:59+01:00,2,Kärnten,Janssen,1,0
2021-03-14T23:59:59+01:00,2,Kärnten,Janssen,2,0
2021-03-14T23:59:59+01:00,2,Kärnten,Janssen,3,0
2021-03-14T23:59:59+01:00,2,Kärnten,Moderna,1,2832
2021-03-14T23:59:59+01:00,2,Kärnten,Moderna,2,536
2021-03-14T23:59:59+01:00,2,Kärnten,Moderna,3,0
2021-03-14T23:59:59+01:00,2,Kärnten,Other,1,3
2021-03-14T23:59:59+01:00,2,Kärnten,Other,2,2
2021-03-14T23:59:59+01:00,2,Kärnten,Other,3,0
2021-03-14T23:59:59+01:00,3,Niederösterreich,AstraZeneca,1,41796
2021-03-14T23:59:59+01:00,3,Niederösterreich,AstraZeneca,2,2
2021-03-14T23:59:59+01:00,3,Niederösterreich,AstraZeneca,3,0
2021-03-14T23:59:59+01:00,3,Niederösterreich,BioNTechPfizer,1,96626
2021-03-14T23:59:59+01:00,3,Niederösterreich,BioNTechPfizer,2,57321
2021-03-14T23:59:59+01:00,3,Niederösterreich,BioNTechPfizer,3,1
2021-03-14T23:59:59+01:00,3,Niederösterreich,Janssen,1,1
2021-03-14T23:59:59+01:00,3,Niederösterreich,Janssen,2,0
2021-03-14T23:59:59+01:00,3,Niederösterreich,Janssen,3,0
2021-03-14T23:59:59+01:00,3,Niederösterreich,Moderna,1,5612
2021-03-14T23:59:59+01:00,3,Niederösterreich,Moderna,2,554
2021-03-14T23:59:59+01:00,3,Niederösterreich,Moderna,3,0
2021-03-14T23:59:59+01:00,3,Niederösterreich,Other,1,22
2021-03-14T23:59:59+01:00,3,Niederösterreich,Other,2,11
2021-03-14T23:59:59+01:00,3,Niederösterreich,Other,3,0
2021-03-14T23:59:59+01:00,4,Oberösterreich,AstraZeneca,1,38303
2021-03-14T23:59:59+01:00,4,Oberösterreich,AstraZeneca,2,0
2021-03-14T23:59:59+01:00,4,Oberösterreich,AstraZeneca,3,0
2021-03-14T23:59:59+01:00,4,Oberösterreich,BioNTechPfizer,1,89042
2021-03-14T23:59:59+01:00,4,Oberösterreich,BioNTechPfizer,2,45136
2021-03-14T23:59:59+01:00,4,Oberösterreich,BioNTechPfizer,3,1
2021-03-14T23:59:59+01:00,4,Oberösterreich,Janssen,1,2
2021-03-14T23:59:59+01:00,4,Oberösterreich,Janssen,2,0
2021-03-14T23:59:59+01:00,4,Oberösterreich,Janssen,3,0
2021-03-14T23:59:59+01:00,4,Oberösterreich,Moderna,1,7036
2021-03-14T23:59:59+01:00,4,Oberösterreich,Moderna,2,2264
2021-03-14T23:59:59+01:00,4,Oberösterreich,Moderna,3,0
2021-03-14T23:59:59+01:00,4,Oberösterreich,Other,1,24
2021-03-14T23:59:59+01:00,4,Oberösterreich,Other,2,11
2021-03-14T23:59:59+01:00,4,Oberösterreich,Other,3,0
2021-03-14T23:59:59+01:00,5,Salzburg,AstraZeneca,1,11173
2021-03-14T23:59:59+01:00,5,Salzburg,AstraZeneca,2,3
2021-03-14T23:59:59+01:00,5,Salzburg,AstraZeneca,3,0
2021-03-14T23:59:59+01:00,5,Salzburg,BioNTechPfizer,1,36231
2021-03-14T23:59:59+01:00,5,Salzburg,BioNTechPfizer,2,14562
2021-03-14T23:59:59+01:00,5,Salzburg,BioNTechPfizer,3,1
2021-03-14T23:59:59+01:00,5,Salzburg,Janssen,1,0
2021-03-14T23:59:59+01:00,5,Salzburg,Janssen,2,0
2021-03-14T23:59:59+01:00,5,Salzburg,Janssen,3,0
2021-03-14T23:59:59+01:00,5,Salzburg,Moderna,1,1811
2021-03-14T23:59:59+01:00,5,Salzburg,Moderna,2,508
2021-03-14T23:59:59+01:00,5,Salzburg,Moderna,3,0
2021-03-14T23:59:59+01:00,5,Salzburg,Other,1,15
2021-03-14T23:59:59+01:00,5,Salzburg,Other,2,6
2021-03-14T23:59:59+01:00,5,Salzburg,Other,3,0
2021-03-14T23:59:59+01:00,6,Steiermark,AstraZeneca,1,27448
2021-03-14T23:59:59+01:00,6,Steiermark,AstraZeneca,2,1
2021-03-14T23:59:59+01:00,6,Steiermark,AstraZeneca,3,0
2021-03-14T23:59:59+01:00,6,Steiermark,BioNTechPfizer,1,73401
2021-03-14T23:59:59+01:00,6,Steiermark,BioNTechPfizer,2,39446
2021-03-14T23:59:59+01:00,6,Steiermark,BioNTechPfizer,3,1
2021-03-14T23:59:59+01:00,6,Steiermark,Janssen,1,0
2021-03-14T23:59:59+01:00,6,Steiermark,Janssen,2,0
2021-03-14T23:59:59+01:00,6,Steiermark,Janssen,3,0
2021-03-14T23:59:59+01:00,6,Steiermark,Moderna,1,4882
2021-03-14T23:59:59+01:00,6,Steiermark,Moderna,2,552
2021-03-14T23:59:59+01:00,6,Steiermark,Moderna,3,0
2021-03-14T23:59:59+01:00,6,Steiermark,Other,1,10
2021-03-14T23:59:59+01:00,6,Steiermark,Other,2,3
2021-03-14T23:59:59+01:00,6,Steiermark,Other,3,0
2021-03-14T23:59:59+01:00,7,Tirol,AstraZeneca,1,16121
2021-03-14T23:59:59+01:00,7,Tirol,AstraZeneca,2,1
2021-03-14T23:59:59+01:00,7,Tirol,AstraZeneca,3,0
2021-03-14T23:59:59+01:00,7,Tirol,BioNTechPfizer,1,92990
2021-03-14T23:59:59+01:00,7,Tirol,BioNTechPfizer,2,23183
2021-03-14T23:59:59+01:00,7,Tirol,BioNTechPfizer,3,1
2021-03-14T23:59:59+01:00,7,Tirol,Janssen,1,0
2021-03-14T23:59:59+01:00,7,Tirol,Janssen,2,0
2021-03-14T23:59:59+01:00,7,Tirol,Janssen,3,0
2021-03-14T23:59:59+01:00,7,Tirol,Moderna,1,3340
2021-03-14T23:59:59+01:00,7,Tirol,Moderna,2,2487
2021-03-14T23:59:59+01:00,7,Tirol,Moderna,3,0
2021-03-14T23:59:59+01:00,7,Tirol,Other,1,28
2021-03-14T23:59:59+01:00,7,Tirol,Other,2,16
2021-03-14T23:59:59+01:00,7,Tirol,Other,3,0
2021-03-14T23:59:59+01:00,8,Vorarlberg,AstraZeneca,1,18370
2021-03-14T23:59:59+01:00,8,Vorarlberg,AstraZeneca,2,1
2021-03-14T23:59:59+01:00,8,Vorarlberg,AstraZeneca,3,0
2021-03-14T23:59:59+01:00,8,Vorarlberg,BioNTechPfizer,1,28373
2021-03-14T23:59:59+01:00,8,Vorarlberg,BioNTechPfizer,2,14497
2021-03-14T23:59:59+01:00,8,Vorarlberg,BioNTechPfizer,3,1
2021-03-14T23:59:59+01:00,8,Vorarlberg,Janssen,1,0
2021-03-14T23:59:59+01:00,8,Vorarlberg,Janssen,2,0
2021-03-14T23:59:59+01:00,8,Vorarlberg,Janssen,3,0
2021-03-14T23:59:59+01:00,8,Vorarlberg,Moderna,1,2211
2021-03-14T23:59:59+01:00,8,Vorarlberg,Moderna,2,1403
2021-03-14T23:59:59+01:00,8,Vorarlberg,Moderna,3,0
2021-03-14T23:59:59+01:00,8,Vorarlberg,Other,1,18
2021-03-14T23:59:59+01:00,8,Vorarlberg,Other,2,9
2021-03-14T23:59:59+01:00,8,Vorarlberg,Other,3,0
2021-03-14T23:59:59+01:00,9,Wien,AstraZeneca,1,53134
2021-03-14T23:59:59+01:00,9,Wien,AstraZeneca,2,5
2021-03-14T23:59:59+01:00,9,Wien,AstraZeneca,3,0
2021-03-14T23:59:59+01:00,9,Wien,BioNTechPfizer,1,89434
2021-03-14T23:59:59+01:00,9,Wien,BioNTechPfizer,2,57372
2021-03-14T23:59:59+01:00,9,Wien,BioNTechPfizer,3,2
2021-03-14T23:59:59+01:00,9,Wien,Janssen,1,1
2021-03-14T23:59:59+01:00,9,Wien,Janssen,2,0
2021-03-14T23:59:59+01:00,9,Wien,Janssen,3,0
2021-03-14T23:59:59+01:00,9,Wien,Moderna,1,8818
2021-03-14T23:59:59+01:00,9,Wien,Moderna,2,1038
2021-03-14T23:59:59+01:00,9,Wien,Moderna,3,0
2021-03-14T23:59:59+01:00,9,Wien,Other,1,221
2021-03-14T23:59:59+01:00,9,Wien,Other,2,128
2021-03-14T23:59:59+01:00,9,Wien,Other,3,0
2021-03-14T23:59:59+01:00,10,Österreich,AstraZeneca,1,235579
2021-03-14T23:59:59+01:00,10,Österreich,AstraZeneca,2,14
2021-03-14T23:59:59+01:00,10,Österreich,AstraZeneca,3,0
2021-03-14T23:59:59+01:00,10,Österreich,BioNTechPfizer,1,566999
2021-03-14T23:59:59+01:00,10,Österreich,BioNTechPfizer,2,287612
2021-03-14T23:59:59+01:00,10,Österreich,BioNTechPfizer,3,27
2021-03-14T23:59:59+01:00,10,Österreich,Janssen,1,5
2021-03-14T23:59:59+01:00,10,Österreich,Janssen,2,0
2021-03-14T23:59:59+01:00,10,Österreich,Janssen,3,0
2021-03-14T23:59:59+01:00,10,Österreich,Moderna,1,38027
2021-03-14T23:59:59+01:00,10,Österreich,Moderna,2,9493
2021-03-14T23:59:59+01:00,10,Österreich,Moderna,3,0
2021-03-14T23:59:59+01:00,10,Österreich,Other,1,359
2021-03-14T23:59:59+01:00,10,Österreich,Other,2,194
2021-03-14T23:59:59+01:00,10,Österreich,Other,3,0
2021-03-15T23:59:59+01:00,0,NoState,AstraZeneca,1,3319
2021-03-15T23:59:59+01:00,0,NoState,AstraZeneca,2,1
2021-03-15T23:59:59+01:00,0,NoState,AstraZeneca,3,0
2021-03-15T23:59:59+01:00,0,NoState,BioNTechPfizer,1,5783
2021-03-15T23:59:59+01:00,0,NoState,BioNTechPfizer,2,3646
2021-03-15T23:59:59+01:00,0,NoState,BioNTechPfizer,3,0
2021-03-15T23:59:59+01:00,0,NoState,Janssen,1,2
2021-03-15T23:59:59+01:00,0,NoState,Janssen,2,0
2021-03-15T23:59:59+01:00,0,NoState,Janssen,3,0
2021-03-15T23:59:59+01:00,0,NoState,Moderna,1,361
2021-03-15T23:59:59+01:00,0,NoState,Moderna,2,142
2021-03-15T23:59:59+01:00,0,NoState,Moderna,3,0
2021-03-15T23:59:59+01:00,0,NoState,Other,1,18
2021-03-15T23:59:59+01:00,0,NoState,Other,2,8
2021-03-15T23:59:59+01:00,0,NoState,Other,3,0
2021-03-15T23:59:59+01:00,1,Burgenland,AstraZeneca,1,12364
2021-03-15T23:59:59+01:00,1,Burgenland,AstraZeneca,2,0
2021-03-15T23:59:59+01:00,1,Burgenland,AstraZeneca,3,0
2021-03-15T23:59:59+01:00,1,Burgenland,BioNTechPfizer,1,18715
2021-03-15T23:59:59+01:00,1,Burgenland,BioNTechPfizer,2,8955
2021-03-15T23:59:59+01:00,1,Burgenland,BioNTechPfizer,3,14
2021-03-15T23:59:59+01:00,1,Burgenland,Janssen,1,0
2021-03-15T23:59:59+01:00,1,Burgenland,Janssen,2,0
2021-03-15T23:59:59+01:00,1,Burgenland,Janssen,3,0
2021-03-15T23:59:59+01:00,1,Burgenland,Moderna,1,1168
2021-03-15T23:59:59+01:00,1,Burgenland,Moderna,2,27
2021-03-15T23:59:59+01:00,1,Burgenland,Moderna,3,0
2021-03-15T23:59:59+01:00,1,Burgenland,Other,1,1
2021-03-15T23:59:59+01:00,1,Burgenland,Other,2,0
2021-03-15T23:59:59+01:00,1,Burgenland,Other,3,0
2021-03-15T23:59:59+01:00,2,Kärnten,AstraZeneca,1,14108
2021-03-15T23:59:59+01:00,2,Kärnten,AstraZeneca,2,0
2021-03-15T23:59:59+01:00,2,Kärnten,AstraZeneca,3,0
2021-03-15T23:59:59+01:00,2,Kärnten,BioNTechPfizer,1,37311
2021-03-15T23:59:59+01:00,2,Kärnten,BioNTechPfizer,2,23524
2021-03-15T23:59:59+01:00,2,Kärnten,BioNTechPfizer,3,5
2021-03-15T23:59:59+01:00,2,Kärnten,Janssen,1,0
2021-03-15T23:59:59+01:00,2,Kärnten,Janssen,2,0
2021-03-15T23:59:59+01:00,2,Kärnten,Janssen,3,0
2021-03-15T23:59:59+01:00,2,Kärnten,Moderna,1,2837
2021-03-15T23:59:59+01:00,2,Kärnten,Moderna,2,696
2021-03-15T23:59:59+01:00,2,Kärnten,Moderna,3,0
2021-03-15T23:59:59+01:00,2,Kärnten,Other,1,3
2021-03-15T23:59:59+01:00,2,Kärnten,Other,2,2
2021-03-15T23:59:59+01:00,2,Kärnten,Other,3,0
2021-03-15T23:59:59+01:00,3,Niederösterreich,AstraZeneca,1,46065
2021-03-15T23:59:59+01:00,3,Niederösterreich,AstraZeneca,2,2
2021-03-15T23:59:59+01:00,3,Niederösterreich,AstraZeneca,3,0
2021-03-15T23:59:59+01:00,3,Niederösterreich,BioNTechPfizer,1,96759
2021-03-15T23:59:59+01:00,3,Niederösterreich,BioNTechPfizer,2,57725
2021-03-15T23:59:59+01:00,3,Niederösterreich,BioNTechPfizer,3,1
2021-03-15T23:59:59+01:00,3,Niederösterreich,Janssen,1,1
2021-03-15T23:59:59+01:00,3,Niederösterreich,Janssen,2,0
2021-03-15T23:59:59+01:00,3,Niederösterreich,Janssen,3,0
2021-03-15T23:59:59+01:00,3,Niederösterreich,Moderna,1,6229
2021-03-15T23:59:59+01:00,3,Niederösterreich,Moderna,2,748
2021-03-15T23:59:59+01:00,3,Niederösterreich,Moderna,3,0
2021-03-15T23:59:59+01:00,3,Niederösterreich,Other,1,22
2021-03-15T23:59:59+01:00,3,Niederösterreich,Other,2,11
2021-03-15T23:59:59+01:00,3,Niederösterreich,Other,3,0
2021-03-15T23:59:59+01:00,4,Oberösterreich,AstraZeneca,1,38925
2021-03-15T23:59:59+01:00,4,Oberösterreich,AstraZeneca,2,0
2021-03-15T23:59:59+01:00,4,Oberösterreich,AstraZeneca,3,0
2021-03-15T23:59:59+01:00,4,Oberösterreich,BioNTechPfizer,1,89359
2021-03-15T23:59:59+01:00,4,Oberösterreich,BioNTechPfizer,2,45199
2021-03-15T23:59:59+01:00,4,Oberösterreich,BioNTechPfizer,3,1
2021-03-15T23:59:59+01:00,4,Oberösterreich,Janssen,1,2
2021-03-15T23:59:59+01:00,4,Oberösterreich,Janssen,2,0
2021-03-15T23:59:59+01:00,4,Oberösterreich,Janssen,3,0
2021-03-15T23:59:59+01:00,4,Oberösterreich,Moderna,1,7054
2021-03-15T23:59:59+01:00,4,Oberösterreich,Moderna,2,2305
2021-03-15T23:59:59+01:00,4,Oberösterreich,Moderna,3,0
2021-03-15T23:59:59+01:00,4,Oberösterreich,Other,1,25
2021-03-15T23:59:59+01:00,4,Oberösterreich,Other,2,12
2021-03-15T23:59:59+01:00,4,Oberösterreich,Other,3,0
2021-03-15T23:59:59+01:00,5,Salzburg,AstraZeneca,1,11247
2021-03-15T23:59:59+01:00,5,Salzburg,AstraZeneca,2,12
2021-03-15T23:59:59+01:00,5,Salzburg,AstraZeneca,3,0
2021-03-15T23:59:59+01:00,5,Salzburg,BioNTechPfizer,1,37257
2021-03-15T23:59:59+01:00,5,Salzburg,BioNTechPfizer,2,14707
2021-03-15T23:59:59+01:00,5,Salzburg,BioNTechPfizer,3,1
2021-03-15T23:59:59+01:00,5,Salzburg,Janssen,1,0
2021-03-15T23:59:59+01:00,5,Salzburg,Janssen,2,0
2021-03-15T23:59:59+01:00,5,Salzburg,Janssen,3,0
2021-03-15T23:59:59+01:00,5,Salzburg,Moderna,1,1913
2021-03-15T23:59:59+01:00,5,Salzburg,Moderna,2,532
2021-03-15T23:59:59+01:00,5,Salzburg,Moderna,3,0
2021-03-15T23:59:59+01:00,5,Salzburg,Other,1,15
2021-03-15T23:59:59+01:00,5,Salzburg,Other,2,6
2021-03-15T23:59:59+01:00,5,Salzburg,Other,3,0
2021-03-15T23:59:59+01:00,6,Steiermark,AstraZeneca,1,27561
2021-03-15T23:59:59+01:00,6,Steiermark,AstraZeneca,2,1
2021-03-15T23:59:59+01:00,6,Steiermark,AstraZeneca,3,0
2021-03-15T23:59:59+01:00,6,Steiermark,BioNTechPfizer,1,73437
2021-03-15T23:59:59+01:00,6,Steiermark,BioNTechPfizer,2,39455
2021-03-15T23:59:59+01:00,6,Steiermark,BioNTechPfizer,3,1
2021-03-15T23:59:59+01:00,6,Steiermark,Janssen,1,0
2021-03-15T23:59:59+01:00,6,Steiermark,Janssen,2,0
2021-03-15T23:59:59+01:00,6,Steiermark,Janssen,3,0
2021-03-15T23:59:59+01:00,6,Steiermark,Moderna,1,4899
2021-03-15T23:59:59+01:00,6,Steiermark,Moderna,2,622
2021-03-15T23:59:59+01:00,6,Steiermark,Moderna,3,0
2021-03-15T23:59:59+01:00,6,Steiermark,Other,1,10
2021-03-15T23:59:59+01:00,6,Steiermark,Other,2,3
2021-03-15T23:59:59+01:00,6,Steiermark,Other,3,0
2021-03-15T23:59:59+01:00,7,Tirol,AstraZeneca,1,17632
2021-03-15T23:59:59+01:00,7,Tirol,AstraZeneca,2,1
2021-03-15T23:59:59+01:00,7,Tirol,AstraZeneca,3,0
2021-03-15T23:59:59+01:00,7,Tirol,BioNTechPfizer,1,95385
2021-03-15T23:59:59+01:00,7,Tirol,BioNTechPfizer,2,23209
2021-03-15T23:59:59+01:00,7,Tirol,BioNTechPfizer,3,1
2021-03-15T23:59:59+01:00,7,Tirol,Janssen,1,0
2021-03-15T23:59:59+01:00,7,Tirol,Janssen,2,0
2021-03-15T23:59:59+01:00,7,Tirol,Janssen,3,0
2021-03-15T23:59:59+01:00,7,Tirol,Moderna,1,3396
2021-03-15T23:59:59+01:00,7,Tirol,Moderna,2,2490
2021-03-15T23:59:59+01:00,7,Tirol,Moderna,3,0
2021-03-15T23:59:59+01:00,7,Tirol,Other,1,28
2021-03-15T23:59:59+01:00,7,Tirol,Other,2,16
2021-03-15T23:59:59+01:00,7,Tirol,Other,3,0
2021-03-15T23:59:59+01:00,8,Vorarlberg,AstraZeneca,1,18392
2021-03-15T23:59:59+01:00,8,Vorarlberg,AstraZeneca,2,1
2021-03-15T23:59:59+01:00,8,Vorarlberg,AstraZeneca,3,0
2021-03-15T23:59:59+01:00,8,Vorarlberg,BioNTechPfizer,1,28382
2021-03-15T23:59:59+01:00,8,Vorarlberg,BioNTechPfizer,2,14502
2021-03-15T23:59:59+01:00,8,Vorarlberg,BioNTechPfizer,3,1
2021-03-15T23:59:59+01:00,8,Vorarlberg,Janssen,1,0
2021-03-15T23:59:59+01:00,8,Vorarlberg,Janssen,2,0
2021-03-15T23:59:59+01:00,8,Vorarlberg,Janssen,3,0
2021-03-15T23:59:59+01:00,8,Vorarlberg,Moderna,1,2212
2021-03-15T23:59:59+01:00,8,Vorarlberg,Moderna,2,1403
2021-03-15T23:59:59+01:00,8,Vorarlberg,Moderna,3,0
2021-03-15T23:59:59+01:00,8,Vorarlberg,Other,1,18
2021-03-15T23:59:59+01:00,8,Vorarlberg,Other,2,12
2021-03-15T23:59:59+01:00,8,Vorarlberg,Other,3,0
2021-03-15T23:59:59+01:00,9,Wien,AstraZeneca,1,55939
2021-03-15T23:59:59+01:00,9,Wien,AstraZeneca,2,5
2021-03-15T23:59:59+01:00,9,Wien,AstraZeneca,3,0
2021-03-15T23:59:59+01:00,9,Wien,BioNTechPfizer,1,91772
2021-03-15T23:59:59+01:00,9,Wien,BioNTechPfizer,2,57909
2021-03-15T23:59:59+01:00,9,Wien,BioNTechPfizer,3,2
2021-03-15T23:59:59+01:00,9,Wien,Janssen,1,3
2021-03-15T23:59:59+01:00,9,Wien,Janssen,2,0
2021-03-15T23:59:59+01:00,9,Wien,Janssen,3,0
2021-03-15T23:59:59+01:00,9,Wien,Moderna,1,9843
2021-03-15T23:59:59+01:00,9,Wien,Moderna,2,1662
2021-03-15T23:59:59+01:00,9,Wien,Moderna,3,0
2021-03-15T23:59:59+01:00,9,Wien,Other,1,227
2021-03-15T23:59:59+01:00,9,Wien,Other,2,128
2021-03-15T23:59:59+01:00,9,Wien,Other,3,0
2021-03-15T23:59:59+01:00,10,Österreich,AstraZeneca,1,245552
2021-03-15T23:59:59+01:00,10,Österreich,AstraZeneca,2,23
2021-03-15T23:59:59+01:00,10,Österreich,AstraZeneca,3,0
2021-03-15T23:59:59+01:00,10,Österreich,BioNTechPfizer,1,574160
2021-03-15T23:59:59+01:00,10,Österreich,BioNTechPfizer,2,288831
2021-03-15T23:59:59+01:00,10,Österreich,BioNTechPfizer,3,27
2021-03-15T23:59:59+01:00,10,Österreich,Janssen,1,8
2021-03-15T23:59:59+01:00,10,Österreich,Janssen,2,0
2021-03-15T23:59:59+01:00,10,Österreich,Janssen,3,0
2021-03-15T23:59:59+01:00,10,Österreich,Moderna,1,39912
2021-03-15T23:59:59+01:00,10,Österreich,Moderna,2,10627
2021-03-15T23:59:59+01:00,10,Österreich,Moderna,3,0
2021-03-15T23:59:59+01:00,10,Österreich,Other,1,367
2021-03-15T23:59:59+01:00,10,Österreich,Other,2,198
2021-03-15T23:59:59+01:00,10,Österreich,Other,3,0
2021-03-16T23:59:59+01:00,0,NoState,AstraZeneca,1,3445
2021-03-16T23:59:59+01:00,0,NoState,AstraZeneca,2,1
2021-03-16T23:59:59+01:00,0,NoState,AstraZeneca,3,0
2021-03-16T23:59:59+01:00,0,NoState,BioNTechPfizer,1,5881
2021-03-16T23:59:59+01:00,0,NoState,BioNTechPfizer,2,3691
2021-03-16T23:59:59+01:00,0,NoState,BioNTechPfizer,3,0
2021-03-16T23:59:59+01:00,0,NoState,Janssen,1,3
